0,15,0
0.05,15,0
0.1,15,0
0.15,15,0
0.2,15,0
0.25,15,0
0.3,15,0
0.35,15,0
0.4,15,0
0.45,15,0
0.5,15,0
0.55,15,0
0.6,15,0
0.65,15,0
0.7,15,0
0.75,15,0
0.8,15,0
0.85,15,0
0.9,15,0
0.95,15,0
1,15,0
1.05,15,0
1.1,15,0
1.15,15,0
1.2,15,0
1.25,15,0
1.3,15,0
1.35,15,0
1.4,15,0
1.45,15,0
1.5,15,0
1.55,15,0
1.6,15,0
1.65,15,0
1.7,15,0
1.75,15,0
1.8,15,0
1.85,15,0
1.9,15,0
1.95,15,0
2,15,0
2.05,15,0
2.1,15,0
2.15,15,0
2.2,15,0
2.25,15,0
2.3,15,0
2.35,15,0
2.4,15,0
2.45,15,0
2.5,15,0
2.55,15,0
2.6,15,0
2.65,15,0
2.7,15,0
2.75,15,0
2.8,15,0
2.85,15,0
2.9,15,0
2.95,15,0
3,15,0
3.05,15,0
3.1,15,0
3.15,15,0
3.2,15,0
3.25,15,0
3.3,15,0
3.35,15,0
3.4,15,0
3.45,15,0
3.5,15,0
3.55,15,0
3.6,15,0
3.65,15,0
3.7,15,0
3.75,15,0
3.8,15,0
3.85,15,0
3.9,15,0
3.95,15,0
4,15,0
4.05,15,0
4.1,15,0
4.15,15,0
4.2,15,0
4.25,15,0
4.3,15,0
4.35,15,0
4.4,15,0
4.45,15,0
4.5,15,0
4.55,15,0
4.6,15,0
4.65,15,0
4.7,15,0
4.75,15,0
4.8,15,0
4.85,15,0
4.9,15,0
4.95,15,0
5,15,0
5.05,15,0
5.1,15,0
5.15,15,0
5.2,15,0
5.25,15,0
5.3,15,0
5.35,15,0
5.4,15,0
5.45,15,0
5.5,15,0
5.55,15,0
5.6,15,0
5.65,15,0
5.7,15,0
5.75,15,0
5.8,15,0
5.85,15,0
5.9,15,0
5.95,15,0
6,14.985,-0.29109
6.05,14.971,-0.29455
6.1,14.956,-0.29827
6.15,14.941,-0.30227
6.2,14.925,-0.30657
6.25,14.91,-0.31117
6.3,14.894,-0.31609
6.35,14.878,-0.32135
6.4,14.862,-0.32697
6.45,14.845,-0.33296
6.5,14.828,-0.33934
6.55,14.811,-0.34594
6.6,14.793,-0.35308
6.65,14.775,-0.36069
6.7,14.757,-0.3688
6.75,14.739,-0.35961
6.8,14.72,-0.36853
6.85,14.701,-0.37824
6.9,14.682,-0.38851
6.95,14.662,-0.39952
7,14.641,-0.41065
7.05,14.62,-0.42314
7.1,14.598,-0.43652
7.15,14.576,-0.45084
7.2,14.552,-0.46639
7.25,14.528,-0.48278
7.3,14.503,-0.49894
7.35,14.479,-0.48478
7.4,14.454,-0.50356
7.45,14.428,-0.52363
7.5,14.401,-0.54507
7.55,14.372,-0.56634
7.6,14.343,-0.59068
7.65,14.312,-0.61669
7.7,14.28,-0.64449
7.75,14.246,-0.67418
7.8,14.211,-0.70589
7.85,14.174,-0.73669
7.9,14.135,-0.77321
7.95,14.095,-0.81164
8,14.052,-0.85262
8.05,14.007,-0.89629
8.1,13.96,-0.93863
8.15,13.911,-0.9879
8.2,13.859,-1.0402
8.25,13.804,-1.0963
8.3,13.752,-1.0425
8.35,13.697,-1.1021
8.4,13.638,-1.1649
8.45,13.577,-1.231
8.5,13.512,-1.3001
8.55,13.444,-1.3662
8.6,13.372,-1.4413
8.65,13.296,-1.5172
8.7,13.216,-1.5938
8.75,13.133,-1.6648
8.8,13.046,-1.7394
8.85,12.955,-1.8099
8.9,12.862,-1.8708
8.95,12.765,-1.9276
9,12.667,-1.9737
9.05,12.566,-2.0088
9.1,12.465,-2.0339
9.15,12.363,-2.0369
9.2,12.261,-2.0421
9.25,12.159,-2.0233
9.3,12.06,-1.9964
9.35,11.962,-1.9522
9.4,11.868,-1.876
9.45,11.78,-1.7675
9.5,11.699,-1.6225
9.55,11.627,-1.4368
9.6,11.564,-1.2502
9.65,11.511,-1.0682
9.7,11.467,-0.88352
9.75,11.43,-0.73426
9.8,11.4,-0.60478
9.85,11.376,-0.48047
9.9,11.356,-0.38737
9.95,11.342,-0.29612
10,11.33,-0.23043
10.05,11.321,-0.17287
10.1,11.316,-0.11342
10.15,11.312,-0.071237
10.2,11.31,-0.034295
10.25,11.311,0.0061887
10.3,11.312,0.03401
10.35,11.316,0.065287
10.4,11.32,0.086659
10.45,11.325,0.10584
10.5,11.332,0.12917
10.55,11.339,0.14415
10.6,11.347,0.15773
10.65,11.356,0.1753
10.7,11.389,0.67153
10.75,11.423,0.66763
10.8,11.456,0.66372
10.85,11.489,0.65979
10.9,11.522,0.65586
10.95,11.554,0.65191
11,11.587,0.64796
11.05,11.619,0.64399
11.1,11.651,0.64002
11.15,11.683,0.63603
11.2,11.714,0.63204
11.25,11.746,0.62805
11.3,11.777,0.62404
11.35,11.808,0.62003
11.4,11.839,0.61601
11.45,11.869,0.61199
11.5,11.9,0.60796
11.55,11.93,0.60393
11.6,11.96,0.5999
11.65,11.99,0.59586
11.7,12.019,0.59182
11.75,12.049,0.58777
11.8,12.078,0.58373
11.85,12.107,0.57968
11.9,12.136,0.57563
11.95,12.164,0.57158
12,12.192,0.56753
12.05,12.221,0.56348
12.1,12.249,0.55943
12.15,12.276,0.55538
12.2,12.304,0.55134
12.25,12.331,0.54729
12.3,12.359,0.54325
12.35,12.385,0.53921
12.4,12.412,0.53518
12.45,12.439,0.53115
12.5,12.465,0.52712
12.55,12.491,0.5231
12.6,12.517,0.51909
12.65,12.543,0.51508
12.7,12.569,0.51108
12.75,12.594,0.50708
12.8,12.619,0.50309
12.85,12.644,0.49911
12.9,12.669,0.49513
12.95,12.693,0.49117
13,12.718,0.48721
13.05,12.742,0.48326
13.1,12.766,0.47933
13.15,12.79,0.4754
13.2,12.813,0.47148
13.25,12.837,0.46757
13.3,12.86,0.46367
13.35,12.883,0.45979
13.4,12.906,0.45592
13.45,12.928,0.45206
13.5,12.951,0.44821
13.55,12.973,0.44437
13.6,12.995,0.44055
13.65,13.017,0.43674
13.7,13.038,0.43294
13.75,13.029,-0.18369
13.8,13.02,-0.18036
13.85,13.011,-0.1771
13.9,13.003,-0.1739
13.95,12.994,-0.17076
14,12.986,-0.16769
14.05,12.977,-0.16468
14.1,12.969,-0.16173
14.15,12.961,-0.15883
14.2,12.954,-0.156
14.25,12.946,-0.15322
14.3,12.938,-0.15049
14.35,12.931,-0.14782
14.4,12.924,-0.1452
14.45,12.917,-0.14263
14.5,12.91,-0.14011
14.55,12.903,-0.13764
14.6,12.896,-0.13522
14.65,12.889,-0.13284
14.7,12.883,-0.13051
14.75,12.876,-0.12822
14.8,12.87,-0.12597
14.85,12.864,-0.12377
14.9,12.858,-0.12161
14.95,12.852,-0.11949
