0,15,0
0.1,15,0
0.2,15,0
0.3,15,0
0.4,15,0
0.5,15,0
0.6,15,0
0.7,15,0
0.8,15,0
0.9,15,0
1,15,0
1.1,15,0
1.2,15,0
1.3,15,0
1.4,15,0
1.5,15,0
1.6,15,0
1.7,15,0
1.8,15,0
1.9,15,0
2,15,0
2.1,15,0
2.2,15,0
2.3,15,0
2.4,15,0
2.5,15,0
2.6,15,0
2.7,15,0
2.8,15,0
2.9,15,0
3,15,0
3.1,15,0
3.2,15,0
3.3,15,0
3.4,15,0
3.5,15,0
3.6,15,0
3.7,15,0
3.8,15,0
3.9,15,0
4,15,0
4.1,15,0
4.2,14.989,-0.11308
4.3,14.977,-0.11411
4.4,14.966,-0.11536
4.5,14.954,-0.11684
4.6,14.942,-0.11856
4.7,14.93,-0.12054
4.8,14.918,-0.12279
4.9,14.905,-0.12534
5,14.893,-0.12821
5.1,14.879,-0.13142
5.2,14.866,-0.13499
5.3,14.852,-0.13897
5.4,14.838,-0.14337
5.5,14.823,-0.14825
5.6,14.807,-0.15365
5.7,14.791,-0.1596
5.8,14.775,-0.16618
5.9,14.758,-0.17343
6,14.739,-0.18143
6.1,14.72,-0.19025
6.2,14.7,-0.2
6.3,14.679,-0.21076
6.4,14.657,-0.22266
6.5,14.633,-0.23583
6.6,14.608,-0.25041
6.7,14.582,-0.26689
6.8,14.553,-0.28466
6.9,14.523,-0.30529
7,14.49,-0.32885
7.1,14.454,-0.35449
7.2,14.416,-0.38433
7.3,14.38,-0.36399
7.4,14.34,-0.3972
7.5,14.296,-0.43599
7.6,14.248,-0.48007
7.7,14.195,-0.52828
7.8,14.137,-0.58512
7.9,14.072,-0.64684
8,14,-0.72036
8.1,13.92,-0.80476
8.2,13.83,-0.8955
8.3,13.73,-1.0028
8.4,13.618,-1.1189
8.5,13.493,-1.2523
8.6,13.354,-1.3916
8.7,13.199,-1.5448
8.8,13.03,-1.6939
8.9,12.846,-1.8358
9,12.652,-1.9462
9.1,12.45,-2.018
9.2,12.243,-2.0635
9.3,12.03,-2.1373
9.4,11.821,-2.0885
9.5,11.616,-2.0479
9.6,11.418,-1.9767
9.7,11.246,-1.7197
9.8,11.125,-1.2176
9.9,11.054,-0.70534
10,11.018,-0.36155
10.1,11.003,-0.14697
10.2,11.002,-0.0094124
10.3,11.01,0.075316
10.4,11.024,0.14444
10.5,11.044,0.19437
10.6,11.067,0.23243
10.7,11.092,0.25584
10.8,11.12,0.27951
10.9,11.19,0.69792
11,11.259,0.69026
11.1,11.328,0.68255
11.2,11.395,0.67478
11.3,11.462,0.66696
11.4,11.528,0.6591
11.5,11.593,0.65119
11.6,11.657,0.64324
11.7,11.721,0.63525
11.8,11.783,0.62724
11.9,11.845,0.61919
12,11.906,0.61113
12.1,11.967,0.60304
12.2,12.026,0.59494
12.3,12.085,0.58682
12.4,12.143,0.5787
12.5,12.2,0.57057
12.6,12.256,0.56244
12.7,12.311,0.55432
12.8,12.366,0.5462
12.9,12.42,0.53809
13,12.473,0.53
13.1,12.525,0.52192
13.2,12.576,0.51387
13.3,12.627,0.50584
13.4,12.677,0.49785
13.5,12.726,0.48988
13.6,12.774,0.48195
13.7,12.821,0.47406
13.8,12.868,0.46621
13.9,12.856,-0.12306
14,12.844,-0.11877
14.1,12.832,-0.11464
14.2,12.821,-0.11067
14.3,12.811,-0.10684
14.4,12.8,-0.10316
14.5,12.79,-0.09961
14.6,12.781,-0.096191
14.7,12.771,-0.092897
14.8,12.762,-0.089723
14.9,12.754,-0.086664
15,12.745,-0.083715
